minilm_sim,lstm_prob,tfidf_sim,jaccard_sim,token_overlap,levenshtein_dist,label,group,source,split
0.91686165,0.2907123267650604,0.2189730571714178,0.3333333333333333,3,17,1,7802,nli_triplet,train
0.5056026,0.7916249632835388,0.26223508293839537,0.05714285714285714,2,226,1,7803,nli_triplet,train
0.08193606,0.05036873370409012,0.023270885660089013,0.07142857142857142,1,68,0,7804,nli_triplet,train
0.65141684,0.9617888331413269,0.0,0.0,0,24,1,7805,nli_triplet,train
0.40236115,0.9093220829963684,0.07252283807452335,0.09523809523809523,2,81,0,7806,ml_paraphrase,train
0.6539006,0.7227287292480469,0.0,0.0,0,24,1,7807,nli_triplet,train
0.5666075,0.21309781074523926,0.34452571341043103,0.125,1,24,0,7808,nli_triplet,train
0.24917768,0.5175277590751648,0.2942468041607342,0.16666666666666666,2,47,0,7809,nli_triplet,train
0.5144303,0.9781804084777832,0.6128139304717407,0.1111111111111111,1,24,1,7810,nli_triplet,train
0.41220683,0.041702333837747574,0.0,0.0,0,43,0,7812,nli_triplet,train
0.9007939,0.9266419410705566,0.43105939254983033,0.3,3,20,1,7813,nli_triplet,train
0.6035248,0.8612316250801086,0.16096736494365763,0.2,2,32,1,7814,nli_triplet,train
-0.034134284,0.03867863863706589,0.07783231566794935,0.1111111111111111,1,38,0,7816,nli_triplet,train
0.5583521,0.16513486206531525,0.3164121516813677,0.125,2,72,0,7818,nli_triplet,train
0.48660684,0.05436079949140549,0.017773156863115962,0.058823529411764705,1,52,0,7819,nli_triplet,train
0.83800256,0.9386351704597473,0.49748576149364626,0.375,3,29,1,7820,nli_triplet,train
0.93384445,0.9877918362617493,0.9490205180147389,0.6666666666666666,4,4,1,7823,nli_triplet,train
0.9386318,0.999290943145752,0.561241306334717,0.47368421052631576,9,43,1,7824,ml_paraphrase,train
0.8244165,0.4006190896034241,0.2094744151309909,0.18181818181818182,2,36,0,7825,nli_triplet,train
0.8339525,0.9106817841529846,0.42957734985292256,0.23529411764705882,4,57,1,7826,nli_triplet,train
0.6255436,0.9989618062973022,0.19543710331925895,0.07692307692307693,1,64,1,7828,nli_triplet,train
0.45075196,0.03611088916659355,0.03263100668147693,0.08333333333333333,1,41,0,7829,nli_triplet,train
0.18388507,0.6502593159675598,0.003036311147194628,0.038461538461538464,1,96,0,7830,ml_paraphrase,train
0.41418064,0.09184293448925018,0.3073970928201621,0.09090909090909091,1,40,1,7832,nli_triplet,train
0.6081078,0.6213400959968567,0.03298640524806827,0.1111111111111111,1,23,1,5698,nli_triplet,train
0.94258654,0.987162172794342,0.28497616770882056,0.23076923076923078,3,37,1,7833,ml_paraphrase,train
0.9606793,0.9914335012435913,0.5058410059637327,0.1875,3,65,1,7834,ml_paraphrase,train
0.19751717,0.05262302979826927,0.0,0.0,0,53,0,7835,nli_triplet,train
0.77409697,0.5347884297370911,0.325540415007667,0.2222222222222222,4,69,1,7837,nli_triplet,train
0.60834974,0.9697026610374451,0.44174266580382304,0.2727272727272727,3,53,1,7838,nli_triplet,train
0.662699,0.8338052034378052,0.19669450771656552,0.14285714285714285,2,71,1,7839,nli_triplet,train
0.6161568,0.5168754458427429,0.14399376992705387,0.16666666666666666,2,58,1,7840,nli_triplet,train
0.087359264,0.05615141987800598,0.0,0.0,0,53,0,7841,nli_triplet,train
0.5587354,0.5318828821182251,0.5003361459906706,0.21428571428571427,3,57,1,7842,nli_triplet,train
0.6406379,0.7118707299232483,0.0,0.0,0,16,1,7843,nli_triplet,train
-0.07341881,0.30987030267715454,0.0,0.0,0,50,0,7845,nli_triplet,train
0.9203164,0.9008121490478516,0.12945070587429214,0.041666666666666664,1,92,1,7846,ml_paraphrase,train
0.5926653,0.6841416954994202,0.0,0.1,1,34,1,7847,stsb_tr,train
0.53565633,0.883693516254425,0.14101932538561326,0.125,1,35,1,7848,nli_triplet,train
0.86371374,0.950285792350769,0.5197598078447049,0.23529411764705882,4,60,1,7849,ml_paraphrase,train
0.24359779,0.3488463759422302,0.0,0.0,0,91,0,7850,ml_paraphrase,train
0.8420199,0.23421497642993927,0.6922817376055534,0.36363636363636365,4,34,1,7851,nli_triplet,train
0.6443552,0.820102334022522,0.055566821263969446,0.058823529411764705,1,71,1,7853,nli_triplet,train
0.042652078,0.04172144830226898,0.0,0.0,0,162,0,7854,nli_triplet,train
0.89011455,0.9854119420051575,0.08145711061480322,0.125,3,75,1,7855,ml_paraphrase,train
0.9477488,0.7045280337333679,0.5986333271629858,0.3333333333333333,4,38,1,7856,nli_triplet,train
0.9544238,0.9897971153259277,0.7736862763702519,0.6666666666666666,4,25,1,7857,nli_triplet,train
0.4710739,0.9983155727386475,0.17152079894290861,0.1,1,48,1,7858,nli_triplet,train
0.74035203,0.6104949116706848,0.14297167081744452,0.058823529411764705,1,105,1,3794,nli_triplet,train
0.90075505,0.9733445048332214,0.5778677554373437,0.5,6,49,1,7859,ml_paraphrase,train
0.53839266,0.5665172338485718,0.020537175377371625,0.07142857142857142,1,52,1,7860,nli_triplet,train
0.7489725,0.9917927384376526,0.5913035963652435,0.2857142857142857,4,68,1,7862,ml_paraphrase,train
0.6374172,0.9917902946472168,0.2596624238960938,0.1875,3,77,1,7863,nli_triplet,train
0.89183676,0.8679096698760986,0.3056689593630717,0.19047619047619047,4,60,1,7864,ml_paraphrase,train
0.2021369,0.16608716547489166,0.0,0.0,0,51,0,7865,nli_triplet,train
0.48296133,0.6187591552734375,0.5251505436500236,0.3333333333333333,2,24,0,7866,nli_triplet,train
0.4257875,0.05084801837801933,0.08517844616488539,0.02702702702702703,1,219,0,7867,nli_triplet,train
0.879212,0.9042908549308777,0.0454527010003396,0.2,3,59,1,7868,nli_triplet,train
0.99087745,0.978675901889801,0.5058435651886085,0.5714285714285714,4,5,1,7869,nli_triplet,train
0.4429337,0.4947424829006195,0.15729774340633806,0.11764705882352941,2,86,0,7871,nli_triplet,train
0.96540844,0.9903776049613953,0.6810803394845659,0.4117647058823529,7,36,1,7872,ml_paraphrase,train
0.36113685,0.953738808631897,0.051213446997290635,0.2,2,38,1,7873,nli_triplet,train
0.13541928,0.13241875171661377,0.08918753666898202,0.1111111111111111,1,20,0,6008,nli_triplet,train
0.24476442,0.42102211713790894,0.034497574563359584,0.043478260869565216,1,83,0,7874,nli_triplet,train
0.8695364,0.6121423840522766,0.22993942983532972,0.125,2,70,1,7875,ml_paraphrase,train
0.046629045,0.003486400004476309,0.0,0.0,0,35,0,7876,nli_triplet,train
0.8532166,0.9668442010879517,0.7848200408546602,0.8,4,9,1,7877,stsb_tr,train
0.91820794,0.9943519830703735,0.5806453572929252,0.34782608695652173,8,107,1,7878,ml_paraphrase,train
0.89882565,0.8455328345298767,0.7590553478341232,0.47058823529411764,8,48,1,7880,nli_triplet,train
0.35573655,0.10087254643440247,0.0,0.0,0,112,0,7881,ml_paraphrase,train
0.3070233,0.6661229729652405,0.07412257118349724,0.2,2,48,1,7882,nli_triplet,train
0.60507905,0.7842832803726196,0.5478871020000139,0.16666666666666666,2,38,1,7883,nli_triplet,train
0.5422849,0.9908686876296997,0.1355531977950545,0.08333333333333333,1,60,1,706,nli_triplet,train
0.7328235,0.9323310852050781,0.16337432992001252,0.0625,1,61,1,5021,nli_triplet,train
0.89437723,0.8698365688323975,0.5027770560861066,0.2692307692307692,7,75,1,7884,ml_paraphrase,train
0.13937062,0.14078395068645477,0.0,0.0,0,47,0,7885,nli_triplet,train
0.5887257,0.12004601210355759,0.2618441255452142,0.14285714285714285,3,61,0,7887,nli_triplet,train
0.08924113,0.22430123388767242,0.0,0.0,0,25,0,7888,nli_triplet,train
0.37204143,0.4323490858078003,0.19213918746629838,0.05,1,91,0,7889,nli_triplet,train
0.08520173,0.33881792426109314,0.036427648233321556,0.0625,1,68,0,7894,nli_triplet,train
0.3580127,0.47120270133018494,0.05788822415067203,0.037037037037037035,1,92,0,7895,ml_paraphrase,train
0.6055969,0.8386642336845398,0.09891750490561654,0.16666666666666666,3,63,1,7896,nli_triplet,train
0.18971647,0.9094945192337036,0.42598942139606916,0.3333333333333333,3,32,0,7897,nli_triplet,train
0.078660294,0.19154128432273865,0.0,0.0,0,66,0,7898,nli_triplet,train
0.72819984,0.31714797019958496,0.06954258671369373,0.1,1,29,1,7899,nli_triplet,train
0.7124837,0.7645262479782104,0.3709862110091763,0.3333333333333333,4,56,1,3658,nli_triplet,train
0.36808872,0.23297376930713654,0.0,0.0,0,97,0,7900,ml_paraphrase,train
0.57613885,0.6786037087440491,0.21759451472111255,0.15384615384615385,2,68,1,7902,nli_triplet,train
0.5926963,0.4841928482055664,0.4654307748200939,0.5833333333333334,7,16,0,7903,nli_triplet,train
0.58054245,0.5906076431274414,0.4098959376822452,0.1875,3,70,1,7904,nli_triplet,train
0.44633165,0.6709079146385193,0.0,0.0,0,36,1,7906,nli_triplet,train
0.72940254,0.9085846543312073,0.4591257390042187,0.14285714285714285,1,14,1,7907,nli_triplet,train
0.5869744,0.9768193364143372,0.23024279538985087,0.09090909090909091,2,120,1,7908,nli_triplet,train
0.82503456,0.9514952898025513,0.38680834212150567,0.24,6,109,1,7909,ml_paraphrase,train
0.25044423,0.08434557169675827,0.17112831861842473,0.2,2,35,0,7910,nli_triplet,train
0.22865713,0.5502196550369263,0.0,0.0,0,87,0,7912,ml_paraphrase,train
0.6478236,0.894203782081604,0.09660051238664857,0.16666666666666666,2,36,1,7913,nli_triplet,train
0.21218064,0.17293791472911835,0.0,0.0,0,76,0,7914,ml_paraphrase,train
0.98372024,0.9495426416397095,0.5798195812089099,0.375,3,13,1,7917,nli_triplet,train
0.5681237,0.7411502003669739,0.15726839965572464,0.17647058823529413,3,69,1,7919,nli_triplet,train
0.6503531,0.1497158706188202,0.1108028195476163,0.08333333333333333,2,143,0,7921,nli_triplet,train
0.16867661,0.3693101108074188,0.0,0.0,0,72,0,7922,nli_triplet,train
0.77132106,0.9793753027915955,0.5870529880756687,0.6,9,69,1,7923,ml_paraphrase,train
0.022513099,0.0436614565551281,0.0,0.0,0,81,0,7924,ml_paraphrase,train
0.102886654,0.007581003475934267,0.0,0.0,0,50,0,7925,nli_triplet,train
0.56192935,0.9359914660453796,0.07603769045767117,0.1111111111111111,1,39,1,7926,nli_triplet,train
0.765065,0.7423374652862549,0.12361184497625244,0.10526315789473684,2,75,1,7927,ml_paraphrase,train
0.25484198,0.06955423951148987,0.07524984691618633,0.1111111111111111,1,39,0,7928,nli_triplet,train
0.96074784,0.9174293875694275,0.958761767524579,0.5714285714285714,8,18,0,7929,nli_triplet,train
0.6856743,0.06339150667190552,0.5833789511644816,0.2222222222222222,2,31,0,7930,nli_triplet,train
0.31271607,0.34992170333862305,0.1951716883681262,0.08333333333333333,1,52,0,7931,nli_triplet,train
0.65877926,0.5780526995658875,0.11315282666204646,0.05263157894736842,1,98,1,7933,nli_triplet,train
0.7347306,0.2596006393432617,0.1778472372640311,0.2,2,24,0,7934,nli_triplet,train
0.3546148,0.07255491614341736,0.0,0.0,0,33,0,7935,nli_triplet,train
0.31903195,0.04711180552840233,0.0328257184851012,0.0,0,60,0,7937,nli_triplet,train
0.49194753,0.06435474008321762,0.15329485819636857,0.11764705882352941,2,70,0,7938,nli_triplet,train
-0.08388518,0.06048927456140518,0.0,0.0,0,38,0,7939,nli_triplet,train
0.42631721,0.9993719458580017,0.180126512260394,0.09090909090909091,1,59,1,7940,nli_triplet,train
0.88779753,0.9863858222961426,0.7724803303446267,0.5,8,41,1,7941,ml_paraphrase,train
0.66641504,0.9314145445823669,0.41604720190982275,0.1875,3,64,1,7942,nli_triplet,train
0.17163156,0.7613549828529358,0.1117034076060534,0.08333333333333333,1,43,0,7943,nli_triplet,train
0.47512138,0.8942778706550598,0.011322458381959664,0.041666666666666664,1,77,1,7944,ml_paraphrase,train
0.89373046,0.9655306935310364,0.44063108906243975,0.16666666666666666,3,74,1,7946,ml_paraphrase,train
0.6002244,0.14839278161525726,0.12658023266029111,0.125,1,33,1,5768,nli_triplet,train
0.97046864,0.777167797088623,0.2802292789691768,0.16666666666666666,2,29,1,7948,nli_triplet,train
0.8596667,0.9139886498451233,0.28853031087368974,0.25,4,39,1,7951,ml_paraphrase,train
0.5897009,0.10900812596082687,0.3277101199536905,0.2,2,43,0,7952,nli_triplet,train
0.30001503,0.15860435366630554,0.10029666399168818,0.08333333333333333,1,47,0,7953,nli_triplet,train
0.42321128,0.6457149386405945,0.31162679699818263,0.11764705882352941,2,90,1,7954,nli_triplet,train
0.98490816,0.9914407730102539,0.741174350470965,0.625,10,64,1,7957,ml_paraphrase,train
0.48676038,0.09354327619075775,0.06329508275255082,0.07142857142857142,1,86,0,7958,nli_triplet,train
0.64831007,0.15458187460899353,0.5676444978268539,0.45454545454545453,5,14,0,7959,nli_triplet,train
0.37413082,0.9513790607452393,0.5164752951436923,0.2222222222222222,2,24,0,7960,stsb_tr,train
0.66169065,0.8896508812904358,0.0720347185484381,0.041666666666666664,1,111,1,1155,nli_triplet,train
0.5344176,0.7863401770591736,0.5429200879040922,0.1111111111111111,1,27,0,7961,nli_triplet,train
0.8585526,0.37347933650016785,0.053569003318442866,0.08695652173913043,2,78,1,7962,ml_paraphrase,train
0.80767715,0.9378570318222046,0.4390079438205094,0.38461538461538464,5,28,1,7963,nli_triplet,train
0.5699437,0.2709379494190216,0.17629209503762758,0.08333333333333333,2,104,0,7964,nli_triplet,train
0.9053277,0.9607987403869629,0.21092161809442547,0.2222222222222222,4,55,1,7965,ml_paraphrase,train
0.5599958,0.10267189145088196,0.45133517487632785,0.18181818181818182,2,34,1,7966,nli_triplet,train
0.18173331,0.5465587973594666,0.04430057682512605,0.0,0,109,0,5554,nli_triplet,train
0.54626405,0.053198255598545074,0.2921620742980351,0.13333333333333333,2,63,0,7967,nli_triplet,train
0.66985774,0.9961729645729065,0.14522007038499796,0.14285714285714285,2,63,1,7968,nli_triplet,train
0.9107869,0.8939241170883179,0.649920167651328,0.5,5,27,0,7970,nli_triplet,train
-0.018315831,0.05292676016688347,0.035859044793941336,0.05263157894736842,1,98,0,7971,nli_triplet,train
0.52856565,0.01823091134428978,0.017909177175078395,0.1,1,33,0,7972,nli_triplet,train
0.7606327,0.7492184638977051,0.2180353153851106,0.14285714285714285,1,32,1,7973,nli_triplet,train
0.9475644,0.9310829639434814,0.3128923775664679,0.15,3,68,1,7975,ml_paraphrase,train
0.17159662,0.09463062882423401,0.11508290900197074,0.25,2,31,0,7977,nli_triplet,train
0.75116396,0.9962937235832214,0.8182950246687581,0.5833333333333334,7,58,1,7978,ml_paraphrase,train
0.9381886,0.968778669834137,0.47931665190431344,0.3333333333333333,6,63,1,7979,ml_paraphrase,train
0.3913286,0.7729198932647705,0.5687945285329613,0.16666666666666666,2,67,1,7980,nli_triplet,train
0.5413804,0.8016712665557861,0.3879582245274823,0.1111111111111111,3,110,1,7983,ml_paraphrase,train
0.7619865,0.2927606403827667,0.3417115230374038,0.3,3,35,0,189,nli_triplet,train
0.31499282,0.06227177008986473,0.06878358062764561,0.07142857142857142,1,63,0,7985,nli_triplet,train
0.25517663,0.18577787280082703,0.0,0.0,0,83,0,2123,nli_triplet,train
0.815244,0.6993330121040344,0.4315175506121092,0.14285714285714285,3,91,1,7986,ml_paraphrase,train
0.9616363,0.7947583794593811,0.10954485868235588,0.14285714285714285,1,22,1,7987,nli_triplet,train
0.52558696,0.6977036595344543,0.09875242592652336,0.05555555555555555,1,64,1,7988,ml_paraphrase,train
0.9275298,0.8788782358169556,0.8326860873330184,0.6666666666666666,4,4,1,7991,stsb_tr,train
0.6779445,0.7037414312362671,0.3174749799406558,0.23076923076923078,3,44,1,7032,nli_triplet,train
0.97681296,0.9522285461425781,0.6611042693252583,0.125,1,22,1,7992,nli_triplet,train
0.90761113,0.8888623118400574,0.5056391670228723,0.3333333333333333,8,69,1,7993,ml_paraphrase,train
0.537164,0.08960997313261032,0.4945966696153797,0.36363636363636365,4,30,0,7994,nli_triplet,train
0.8886312,0.8776580095291138,0.31418013681522977,0.21428571428571427,3,24,1,7995,nli_triplet,train
0.2674618,0.6898786425590515,0.3324206395690682,0.25,3,56,0,7996,nli_triplet,train
0.29917315,0.47123581171035767,0.1445497792634009,0.14285714285714285,1,28,0,7997,nli_triplet,train
0.25167948,0.9133991003036499,0.7482724436392401,0.5,3,11,0,3121,nli_triplet,train
0.46558347,0.4463346600532532,0.0,0.0,0,33,0,7998,nli_triplet,train
0.9626037,0.9986408352851868,0.24591033710393084,0.1,2,57,1,7999,ml_paraphrase,train
0.11618182,0.12090199440717697,0.0,0.0,0,82,0,8000,ml_paraphrase,train
0.55366755,0.5208118557929993,0.08330682681221165,0.09090909090909091,1,35,0,8001,nli_triplet,train
1.0,0.9615195393562317,1.0000000000000002,1.0,18,0,1,8002,nli_triplet,train
0.7533912,0.5611268877983093,0.42318390355109914,0.25,4,58,0,8003,nli_triplet,train
0.82630134,0.9173203110694885,0.3397420487028844,0.17857142857142858,5,106,1,8004,ml_paraphrase,train
0.20335187,0.5599940419197083,0.01765636679295201,0.1,1,40,1,8005,nli_triplet,train
0.22275496,0.005909561645239592,0.0,0.0,0,90,0,8006,nli_triplet,train
0.7755724,0.838992714881897,0.6615002838285094,0.46153846153846156,6,28,0,8007,nli_triplet,train
0.8518118,0.9777243733406067,0.43474546333324476,0.25,1,16,1,8008,nli_triplet,train
0.48182604,0.800436794757843,0.21287187569459975,0.14285714285714285,2,66,1,8009,nli_triplet,train
0.6545782,0.6501544713973999,0.554074108433513,0.3333333333333333,3,41,1,8010,nli_triplet,train
0.47533816,0.1821088045835495,0.14224436219228428,0.14285714285714285,2,74,0,8011,nli_triplet,train
0.640956,0.7637825012207031,0.455458858006981,0.1,1,35,1,8012,nli_triplet,train
0.4651274,0.8525115847587585,0.06972220795885517,0.07692307692307693,1,73,0,8013,nli_triplet,train
0.8657119,0.8432115912437439,0.8123660728609305,0.8181818181818182,9,4,0,8014,nli_triplet,train
0.9589081,0.9414692521095276,0.8470284788544208,0.375,3,17,1,8015,nli_triplet,train
0.67659307,0.8174237012863159,0.4206066172281678,0.36,9,84,1,8016,nli_triplet,train
0.27451888,0.33136388659477234,0.023643989698837402,0.1111111111111111,1,42,0,8017,nli_triplet,train
0.8284944,0.9399845004081726,0.431671182338897,0.2777777777777778,5,41,1,8018,ml_paraphrase,train
0.79019046,0.19944864511489868,0.2533888647785976,0.09523809523809523,2,75,1,8019,nli_triplet,train
0.29477906,0.4826711416244507,0.046974374608133015,0.0,0,45,0,8021,nli_triplet,train
0.18314856,0.03253680095076561,0.022782628300265922,0.0,0,179,0,8022,nli_triplet,train
0.6124026,0.9679763317108154,0.0,0.0,0,91,1,8024,nli_triplet,train
0.80150664,0.9503014087677002,0.6090096444775499,0.5714285714285714,4,23,1,8025,nli_triplet,train
0.22329058,0.10540331155061722,0.0,0.0,0,101,1,8026,nli_triplet,train
0.6943559,0.7798288464546204,0.4082262681618936,0.18181818181818182,2,49,1,3371,nli_triplet,train
0.8537301,0.795465886592865,0.43042941320626743,0.23076923076923078,3,61,1,8027,nli_triplet,train
0.85232973,0.9947545528411865,0.44725506235866674,0.30434782608695654,7,101,1,8028,ml_paraphrase,train
0.5707224,0.7594428062438965,0.09674797153058236,0.07142857142857142,1,49,0,8029,nli_triplet,train
0.9355426,0.8965540528297424,0.14608680412065747,0.2857142857142857,2,27,1,8030,nli_triplet,train
0.23937073,0.7388510704040527,0.1621915662199462,0.16666666666666666,3,90,0,8031,nli_triplet,train
0.56910944,0.7413969039916992,0.1687255807829709,0.08333333333333333,1,54,1,8032,nli_triplet,train
0.7749955,0.9142457842826843,0.448094384088966,0.5714285714285714,4,19,1,8033,nli_triplet,train
0.39496505,0.1604669988155365,0.0,0.0,0,52,0,8035,nli_triplet,train
0.43369752,0.7974051237106323,0.029957408117621164,0.07142857142857142,1,60,1,8036,nli_triplet,train
0.60719925,0.48851001262664795,0.22136800271553336,0.07142857142857142,1,55,0,8038,nli_triplet,train
0.076357245,0.010842048563063145,0.0,0.0,0,16,0,8039,nli_triplet,train
0.59565747,0.24927617609500885,0.06856261725710901,0.0,0,45,0,8041,nli_triplet,train
0.66813016,0.9070811867713928,0.1496383302696672,0.2857142857142857,2,12,0,6485,nli_triplet,train
0.52257884,0.19630661606788635,0.3404980954021146,0.14285714285714285,2,72,1,8043,nli_triplet,train
0.89565724,0.7382017970085144,0.5867648781604843,0.4,4,25,1,8044,nli_triplet,train
-0.009754386,0.16261620819568634,0.02033870204447023,0.05555555555555555,1,84,0,8046,nli_triplet,train
0.41038793,0.13282786309719086,0.0,0.0,0,50,0,8047,nli_triplet,train
0.29698235,0.40020090341567993,0.07999409680867532,0.1,1,29,0,8048,nli_triplet,train
0.79806966,0.9790145754814148,0.2373724553431327,0.1111111111111111,1,24,0,8049,nli_triplet,train
-0.069570795,0.8767143487930298,0.02893984445905146,0.0625,1,73,1,6794,nli_triplet,train
0.23095083,0.02173684351146221,0.0,0.0,0,43,0,8050,nli_triplet,train
0.92126566,0.9940133690834045,0.3083390717824699,0.17391304347826086,4,70,1,8051,ml_paraphrase,train
-0.0071866587,0.20935222506523132,0.0,0.0,0,49,0,8052,ml_paraphrase,train
0.32251266,0.4490995407104492,0.1099614480762926,0.25,2,14,0,8053,stsb_tr,train
0.8666171,0.9689937829971313,0.5013010584040697,0.39285714285714285,11,94,1,8054,ml_paraphrase,train
0.43392888,0.910826563835144,0.293408910675998,0.06666666666666667,1,83,1,417,nli_triplet,train
0.030329434,0.00739592220634222,0.054262679314023475,0.0,0,152,0,8055,nli_triplet,train
0.8691368,0.9948530793190002,0.3170013438587572,0.21739130434782608,5,72,1,8056,ml_paraphrase,train
0.15124202,0.04299638420343399,0.056099236973639624,0.07142857142857142,1,60,0,8058,nli_triplet,train
0.9862138,0.9266291856765747,0.39486613863239783,0.25,3,32,1,8060,ml_paraphrase,train
0.33394235,0.7894604206085205,0.0,0.0,0,29,1,506,nli_triplet,train
0.58541024,0.7456485629081726,0.16267646178335737,0.12903225806451613,4,158,1,6549,nli_triplet,train
0.8405548,0.9674331545829773,0.37907448244518105,0.21428571428571427,3,72,1,8061,nli_triplet,train
0.9478738,0.38606029748916626,0.690810831468944,0.2,1,18,1,8062,nli_triplet,train
0.46854675,0.9651845097541809,0.46321351232142505,0.14285714285714285,3,127,1,8063,nli_triplet,train
0.53649783,0.009808436036109924,0.02005920779161884,0.058823529411764705,1,90,0,8064,nli_triplet,train
0.8507581,0.8745472431182861,0.504808775620914,0.3125,5,71,1,8065,nli_triplet,train
0.89126563,0.7252947092056274,0.32385470393764826,0.1875,3,52,1,8066,nli_triplet,train
0.23483023,0.5812866687774658,0.0,0.0,0,63,1,8067,nli_triplet,train
0.8746149,0.4192184805870056,0.390610777181623,0.2,4,74,1,8068,ml_paraphrase,train
0.37225905,0.07174497842788696,0.0,0.0,0,83,0,8069,ml_paraphrase,train
0.419424,0.24795202910900116,0.0,0.0,0,79,0,8070,ml_paraphrase,train
0.67728096,0.5032577514648438,0.2050940866406275,0.13043478260869565,3,83,1,8071,ml_paraphrase,train
0.77478206,0.558302104473114,0.18348497733708444,0.18181818181818182,4,72,1,8072,nli_triplet,train
0.95759946,0.7136971354484558,0.686331319969557,0.5294117647058824,9,49,1,8073,nli_triplet,train
0.3242018,0.15293675661087036,0.0,0.0,0,36,0,8074,nli_triplet,train
0.21366632,0.14719538390636444,0.03960346682344533,0.07692307692307693,1,51,0,8075,nli_triplet,train
0.11977191,0.12478583306074142,0.020715665710474316,0.058823529411764705,1,65,0,8076,nli_triplet,train
0.7717908,0.31067097187042236,0.1129767721099274,0.125,2,67,1,8077,nli_triplet,train
0.24733095,0.0431169755756855,0.1563077345452039,0.13333333333333333,2,70,0,8078,nli_triplet,train
0.036666654,0.3197232484817505,0.0,0.0,0,31,0,8079,nli_triplet,train
0.67181593,0.988555371761322,0.15392963622394157,0.1111111111111111,2,108,1,8080,nli_triplet,train
0.8127991,0.9377930164337158,0.43096109180965614,0.2222222222222222,4,64,1,8081,nli_triplet,train
0.73741376,0.41133078932762146,0.4478935140762068,0.18181818181818182,2,41,1,8082,nli_triplet,train
0.85842174,0.833500325679779,0.15453920432058163,0.14285714285714285,2,64,1,8083,ml_paraphrase,train
0.31374323,0.09619753062725067,0.3836135398976776,0.0,0,66,0,8084,nli_triplet,train
0.30248344,0.2194921225309372,0.06592707505413554,0.06666666666666667,1,57,0,4625,nli_triplet,train
0.51788306,0.7006542682647705,0.2472132834044769,0.1111111111111111,1,35,0,8086,nli_triplet,train
0.5889925,0.3838038742542267,0.10354863936461028,0.08333333333333333,1,59,1,4763,nli_triplet,train
0.25932556,0.35656920075416565,0.20302050121638748,0.1111111111111111,1,47,1,8087,nli_triplet,train
0.54165936,0.9375491738319397,0.5020208879221696,0.2857142857142857,2,15,0,8088,nli_triplet,train
0.34618974,0.13592326641082764,0.01304940331717257,0.08333333333333333,1,46,0,8089,nli_triplet,train
0.41437954,0.2902939021587372,0.0,0.0,0,74,1,8092,nli_triplet,train
0.47807026,0.8415496349334717,0.18993110453830456,0.25,2,31,1,728,nli_triplet,train
0.42018485,0.8295916318893433,0.26616721375357694,0.15789473684210525,3,87,1,8093,nli_triplet,train
0.4929501,0.3271024823188782,0.0,0.0,0,32,1,8094,nli_triplet,train
0.77632254,0.9918757677078247,0.0,0.0,0,26,1,8095,nli_triplet,train
0.52185166,0.5785614252090454,0.06630662613782586,0.16666666666666666,2,34,1,8096,nli_triplet,train
0.88712686,0.8387695550918579,0.26686655383853125,0.1,1,25,1,8097,nli_triplet,train
0.90167445,0.8204672336578369,0.29261235099265437,0.16666666666666666,3,55,1,8098,ml_paraphrase,train
0.99064845,0.9850947856903076,0.724396472886984,0.47368421052631576,9,28,1,8099,ml_paraphrase,train
0.31908894,0.5202059149742126,0.025438959057950263,0.05263157894736842,1,88,1,8100,nli_triplet,train
0.53604573,0.49688032269477844,0.0,0.0,0,69,1,8101,nli_triplet,train
0.8164948,0.46795594692230225,0.05272083804133293,0.2,2,34,1,8102,nli_triplet,train
0.6005734,0.047729913145303726,0.04826769650521793,0.06666666666666667,1,39,1,8103,nli_triplet,train
0.47904968,0.7354506254196167,0.1303910736420925,0.1111111111111111,2,54,0,8104,nli_triplet,train
0.19845726,0.3462848663330078,0.10480909887607072,0.058823529411764705,1,80,0,8105,nli_triplet,train
0.77805805,0.2400764673948288,0.3598970172884358,0.07692307692307693,1,68,0,8107,nli_triplet,train
0.2930975,0.4282590448856354,0.016064988842671598,0.05555555555555555,1,65,0,8108,nli_triplet,train
0.19037877,0.08158768713474274,0.0,0.0,0,27,0,8109,nli_triplet,train
0.97832334,0.9438358545303345,0.9692051919419454,0.8571428571428571,12,4,1,8110,nli_triplet,train
0.8457828,0.7788665890693665,0.0,0.0,0,40,1,8111,ml_paraphrase,train
0.7592186,0.9657740592956543,0.40065638955799254,0.3333333333333333,2,25,1,8112,nli_triplet,train
0.359943,0.17945487797260284,0.015474037303476905,0.029411764705882353,1,140,0,8114,ml_paraphrase,train
0.3667391,0.11057990044355392,0.016652507413082267,0.05263157894736842,1,65,0,8115,nli_triplet,train
0.9460119,0.9896491765975952,0.5542809075643675,0.3076923076923077,4,47,1,8116,ml_paraphrase,train
0.6617502,0.9928449988365173,0.5138327862311052,0.5,4,28,1,8117,nli_triplet,train
0.76935446,0.5748903751373291,0.04039724454737167,0.0,0,33,1,8118,nli_triplet,train
0.50215214,0.027426812797784805,0.03327744719149513,0.06666666666666667,1,48,0,8119,nli_triplet,train
0.93126667,0.645317018032074,0.5808861896280688,0.4117647058823529,7,69,1,8120,nli_triplet,train
0.8023296,0.797519862651825,0.43567522926317565,0.15384615384615385,2,36,1,8121,nli_triplet,train
0.6592598,0.8780325651168823,0.6372509226811475,0.6363636363636364,7,7,0,8123,nli_triplet,train
